id,student_id,reward_type_id,month_number,month,year,issued_at,performance_percentage
606,87,6,4,January,2025,1/30/2025,85%
607,87,8,5,February,2025,2/28/2025,79%
608,87,2,6,March,2025,3/30/2025,95%
609,87,2,7,April,2025,4/30/2025,76%
610,88,1,1,September,2025,9/30/2024,90%
611,88,4,2,October,2025,10/30/2024,79%
612,88,2,3,November,2025,11/30/2024,87%
613,88,3,4,January,2025,1/30/2025,75%
614,88,4,5,February,2025,2/28/2025,87%
615,88,6,6,March,2025,3/30/2025,95%
616,88,7,7,April,2025,4/30/2025,94%
617,89,2,1,September,2025,9/30/2024,89%
618,89,8,2,October,2025,10/30/2024,95%
619,89,4,3,November,2025,11/30/2024,85%
620,89,6,4,January,2025,1/30/2025,95%
621,89,7,5,February,2025,2/28/2025,88%
622,89,2,6,March,2025,3/30/2025,82%
623,89,3,7,April,2025,4/30/2025,78%
624,90,3,1,September,2025,9/30/2024,95%
625,90,2,2,October,2025,10/30/2024,79%
626,90,7,3,November,2025,11/30/2024,89%
627,90,3,4,January,2025,1/30/2025,87%
628,90,3,5,February,2025,2/28/2025,91%
629,90,7,6,March,2025,3/30/2025,87%
630,90,5,7,April,2025,4/30/2025,86%
631,91,2,1,September,2025,9/30/2024,78%
632,91,6,2,October,2025,10/30/2024,92%
633,91,9,3,November,2025,11/30/2024,92%
634,91,7,4,January,2025,1/30/2025,94%
635,91,2,5,February,2025,2/28/2025,91%
636,91,3,6,March,2025,3/30/2025,91%
637,91,6,7,April,2025,4/30/2025,84%
638,92,6,1,September,2025,9/30/2024,91%
639,92,8,2,October,2025,10/30/2024,94%
640,92,2,3,November,2025,11/30/2024,79%
641,92,1,4,January,2025,1/30/2025,82%
642,92,7,5,February,2025,2/28/2025,86%
643,92,4,6,March,2025,3/30/2025,83%
644,92,3,7,April,2025,4/30/2025,94%
645,93,8,1,September,2025,9/30/2024,79%
646,93,8,2,October,2025,10/30/2024,76%
647,93,2,3,November,2025,11/30/2024,87%
648,93,1,4,January,2025,1/30/2025,94%
649,93,9,5,February,2025,2/28/2025,81%
650,93,2,6,March,2025,3/30/2025,86%
651,93,1,7,April,2025,4/30/2025,82%
652,94,4,1,September,2025,9/30/2024,87%
653,94,9,2,October,2025,10/30/2024,88%
654,94,8,3,November,2025,11/30/2024,80%
655,94,3,4,January,2025,1/30/2025,83%
656,94,8,5,February,2025,2/28/2025,87%
657,94,3,6,March,2025,3/30/2025,82%
658,94,5,7,April,2025,4/30/2025,92%
659,95,2,1,September,2025,9/30/2024,77%
660,95,6,2,October,2025,10/30/2024,78%
661,95,5,3,November,2025,11/30/2024,92%
662,95,4,4,January,2025,1/30/2025,89%
663,95,7,5,February,2025,2/28/2025,82%
664,95,5,6,March,2025,3/30/2025,86%
665,95,8,7,April,2025,4/30/2025,78%
666,96,4,1,September,2025,9/30/2024,95%
667,96,7,2,October,2025,10/30/2024,89%
668,96,1,3,November,2025,11/30/2024,75%
669,96,9,4,January,2025,1/30/2025,85%
670,96,6,5,February,2025,2/28/2025,84%
671,96,2,6,March,2025,3/30/2025,86%
672,96,1,7,April,2025,4/30/2025,76%
673,97,5,1,September,2025,9/30/2024,95%
674,97,1,2,October,2025,10/30/2024,87%
675,97,7,3,November,2025,11/30/2024,89%
676,97,9,4,January,2025,1/30/2025,84%
677,97,9,5,February,2025,2/28/2025,75%
678,97,8,6,March,2025,3/30/2025,87%
679,97,3,7,April,2025,4/30/2025,95%
680,98,3,1,September,2025,9/30/2024,85%
681,98,6,2,October,2025,10/30/2024,94%
682,98,6,3,November,2025,11/30/2024,77%
683,98,1,4,January,2025,1/30/2025,84%
684,98,4,5,February,2025,2/28/2025,77%
685,98,9,6,March,2025,3/30/2025,81%
686,98,4,7,April,2025,4/30/2025,85%
687,99,9,1,September,2025,9/30/2024,89%
688,99,7,2,October,2025,10/30/2024,92%
689,99,8,3,November,2025,11/30/2024,78%
690,99,2,4,January,2025,1/30/2025,79%
691,99,5,5,February,2025,2/28/2025,90%
692,99,2,6,March,2025,3/30/2025,92%
693,99,6,7,April,2025,4/30/2025,87%
694,100,2,1,September,2025,9/30/2024,92%
695,100,1,2,October,2025,10/30/2024,91%
696,100,1,3,November,2025,11/30/2024,76%
697,100,5,4,January,2025,1/30/2025,92%
698,100,2,5,February,2025,2/28/2025,87%
699,100,2,6,March,2025,3/30/2025,85%
700,100,3,7,April,2025,4/30/2025,84%
701,101,7,1,September,2025,9/30/2024,95%
702,101,7,2,October,2025,10/30/2024,92%
703,101,3,3,November,2025,11/30/2024,78%
704,101,8,4,January,2025,1/30/2025,95%
705,101,5,5,February,2025,2/28/2025,79%
706,101,2,6,March,2025,3/30/2025,92%
707,101,6,7,April,2025,4/30/2025,76%
708,102,6,1,September,2025,9/30/2024,86%
709,102,5,2,October,2025,10/30/2024,92%
710,102,3,3,November,2025,11/30/2024,89%
711,102,8,4,January,2025,1/30/2025,78%
712,102,4,5,February,2025,2/28/2025,81%
713,102,2,6,March,2025,3/30/2025,91%
714,102,4,7,April,2025,4/30/2025,89%
715,103,1,1,September,2025,9/30/2024,89%
716,103,1,2,October,2025,10/30/2024,77%
717,103,7,3,November,2025,11/30/2024,91%
718,103,9,4,January,2025,1/30/2025,92%
719,103,3,5,February,2025,2/28/2025,76%
720,103,4,6,March,2025,3/30/2025,88%
721,103,6,7,April,2025,4/30/2025,84%
722,104,2,1,September,2025,9/30/2024,83%
723,104,3,2,October,2025,10/30/2024,81%
724,104,2,3,November,2025,11/30/2024,89%
725,104,6,4,January,2025,1/30/2025,89%
726,104,4,5,February,2025,2/28/2025,78%
727,104,9,6,March,2025,3/30/2025,81%
728,104,8,7,April,2025,4/30/2025,89%
729,105,2,1,September,2025,9/30/2024,95%
730,105,4,2,October,2025,10/30/2024,75%
731,105,8,3,November,2025,11/30/2024,88%
732,105,2,4,January,2025,1/30/2025,80%
733,105,8,5,February,2025,2/28/2025,85%
734,105,3,6,March,2025,3/30/2025,86%
735,105,9,7,April,2025,4/30/2025,95%
736,106,6,1,September,2025,9/30/2024,76%
737,106,6,2,October,2025,10/30/2024,84%
738,106,6,3,November,2025,11/30/2024,81%
739,106,7,4,January,2025,1/30/2025,86%
740,106,3,5,February,2025,2/28/2025,93%
741,106,7,6,March,2025,3/30/2025,86%
742,106,4,7,April,2025,4/30/2025,94%
743,107,4,1,September,2025,9/30/2024,85%
744,107,8,2,October,2025,10/30/2024,78%
745,107,7,3,November,2025,11/30/2024,93%
746,107,6,4,January,2025,1/30/2025,92%
747,107,3,5,February,2025,2/28/2025,75%
748,107,1,6,March,2025,3/30/2025,76%
749,107,3,7,April,2025,4/30/2025,91%
750,108,5,1,September,2025,9/30/2024,88%
751,108,4,2,October,2025,10/30/2024,89%
752,108,6,3,November,2025,11/30/2024,83%
753,108,9,4,January,2025,1/30/2025,76%
754,108,7,5,February,2025,2/28/2025,92%
755,108,9,6,March,2025,3/30/2025,83%
756,108,8,7,April,2025,4/30/2025,80%
757,109,7,1,September,2025,9/30/2024,87%
758,109,7,2,October,2025,10/30/2024,87%
759,109,7,3,November,2025,11/30/2024,87%
760,109,8,4,January,2025,1/30/2025,95%
761,109,2,5,February,2025,2/28/2025,90%
762,109,9,6,March,2025,3/30/2025,93%
763,109,4,7,April,2025,4/30/2025,85%
764,110,7,1,September,2025,9/30/2024,75%
765,110,9,2,October,2025,10/30/2024,94%
766,110,1,3,November,2025,11/30/2024,80%
767,110,7,4,January,2025,1/30/2025,84%
768,110,9,5,February,2025,2/28/2025,81%
769,110,8,6,March,2025,3/30/2025,79%
770,110,8,7,April,2025,4/30/2025,86%
771,111,9,1,September,2025,9/30/2024,91%
772,111,9,2,October,2025,10/30/2024,92%
773,111,2,3,November,2025,11/30/2024,88%
774,111,6,4,January,2025,1/30/2025,75%
775,111,4,5,February,2025,2/28/2025,89%
776,111,6,6,March,2025,3/30/2025,90%
777,111,1,7,April,2025,4/30/2025,86%
778,112,3,1,September,2025,9/30/2024,80%
779,112,7,2,October,2025,10/30/2024,78%
780,112,1,3,November,2025,11/30/2024,77%
781,112,9,4,January,2025,1/30/2025,91%
782,112,4,5,February,2025,2/28/2025,82%
783,112,7,6,March,2025,3/30/2025,94%
784,112,6,7,April,2025,4/30/2025,77%
785,113,5,1,September,2025,9/30/2024,79%
786,113,5,2,October,2025,10/30/2024,91%
787,113,4,3,November,2025,11/30/2024,91%
788,113,7,4,January,2025,1/30/2025,80%
789,113,7,5,February,2025,2/28/2025,93%
790,113,1,6,March,2025,3/30/2025,95%
791,113,5,7,April,2025,4/30/2025,82%
792,114,8,1,September,2025,9/30/2024,93%
793,114,2,2,October,2025,10/30/2024,95%
794,114,7,3,November,2025,11/30/2024,86%
795,114,4,4,January,2025,1/30/2025,82%
796,114,7,5,February,2025,2/28/2025,89%
797,114,1,6,March,2025,3/30/2025,94%
798,114,9,7,April,2025,4/30/2025,82%
799,115,8,1,September,2025,9/30/2024,94%
800,115,6,2,October,2025,10/30/2024,80%
801,115,5,3,November,2025,11/30/2024,88%
802,115,1,4,January,2025,1/30/2025,78%
803,115,8,5,February,2025,2/28/2025,83%
804,115,9,6,March,2025,3/30/2025,92%
805,115,1,7,April,2025,4/30/2025,92%
806,116,4,1,September,2025,9/30/2024,80%
807,116,5,2,October,2025,10/30/2024,77%
808,116,9,3,November,2025,11/30/2024,83%
809,116,4,4,January,2025,1/30/2025,78%
810,116,1,5,February,2025,2/28/2025,95%
811,116,2,6,March,2025,3/30/2025,91%
812,116,2,7,April,2025,4/30/2025,94%
813,117,2,1,September,2025,9/30/2024,92%
814,117,6,2,October,2025,10/30/2024,81%
815,117,1,3,November,2025,11/30/2024,82%
816,117,4,4,January,2025,1/30/2025,76%
817,117,5,5,February,2025,2/28/2025,78%
818,117,5,6,March,2025,3/30/2025,94%
819,117,9,7,April,2025,4/30/2025,80%
820,118,3,1,September,2025,9/30/2024,82%
821,118,6,2,October,2025,10/30/2024,80%
822,118,2,3,November,2025,11/30/2024,75%
823,118,8,4,January,2025,1/30/2025,76%
824,118,2,5,February,2025,2/28/2025,87%
825,118,5,6,March,2025,3/30/2025,81%
826,118,5,7,April,2025,4/30/2025,81%
827,119,8,1,September,2025,9/30/2024,78%
828,119,5,2,October,2025,10/30/2024,86%
829,119,2,3,November,2025,11/30/2024,93%
830,119,1,4,January,2025,1/30/2025,83%
831,119,3,5,February,2025,2/28/2025,79%
832,119,3,6,March,2025,3/30/2025,81%
833,119,8,7,April,2025,4/30/2025,75%
834,120,9,1,September,2025,9/30/2024,75%
835,120,6,2,October,2025,10/30/2024,80%
836,120,9,3,November,2025,11/30/2024,85%
837,120,4,4,January,2025,1/30/2025,91%
838,120,7,5,February,2025,2/28/2025,83%
839,120,6,6,March,2025,3/30/2025,95%
840,120,5,7,April,2025,4/30/2025,84%
841,121,1,1,September,2025,9/30/2024,75%
842,121,9,2,October,2025,10/30/2024,87%
843,121,1,3,November,2025,11/30/2024,75%
844,121,7,4,January,2025,1/30/2025,79%
845,121,1,5,February,2025,2/28/2025,94%
846,121,8,6,March,2025,3/30/2025,94%
847,121,2,7,April,2025,4/30/2025,89%
848,122,6,1,September,2025,9/30/2024,93%
849,122,5,2,October,2025,10/30/2024,91%
850,122,1,3,November,2025,11/30/2024,84%
851,122,5,4,January,2025,1/30/2025,77%
852,122,7,5,February,2025,2/28/2025,95%
853,122,6,6,March,2025,3/30/2025,79%
854,122,8,7,April,2025,4/30/2025,79%
855,123,4,1,September,2025,9/30/2024,93%
856,123,7,2,October,2025,10/30/2024,87%
857,123,3,3,November,2025,11/30/2024,95%
858,123,7,4,January,2025,1/30/2025,90%
859,123,8,5,February,2025,2/28/2025,86%
860,123,4,6,March,2025,3/30/2025,89%
861,123,4,7,April,2025,4/30/2025,89%
862,124,7,1,September,2025,9/30/2024,84%
863,124,7,2,October,2025,10/30/2024,81%
864,124,2,3,November,2025,11/30/2024,86%
865,124,1,4,January,2025,1/30/2025,94%
866,124,2,5,February,2025,2/28/2025,85%
867,124,9,6,March,2025,3/30/2025,91%
868,124,7,7,April,2025,4/30/2025,76%
869,125,5,1,September,2025,9/30/2024,80%
870,125,5,2,October,2025,10/30/2024,92%
871,125,8,3,November,2025,11/30/2024,84%
872,125,8,4,January,2025,1/30/2025,79%
873,125,9,5,February,2025,2/28/2025,86%
874,125,2,6,March,2025,3/30/2025,83%
875,125,8,7,April,2025,4/30/2025,82%
876,126,4,1,September,2025,9/30/2024,88%
877,126,8,2,October,2025,10/30/2024,95%
878,126,9,3,November,2025,11/30/2024,84%
879,126,3,4,January,2025,1/30/2025,95%
880,126,3,5,February,2025,2/28/2025,80%
881,126,3,6,March,2025,3/30/2025,93%
882,126,6,7,April,2025,4/30/2025,87%
883,127,3,1,September,2025,9/30/2024,79%
884,127,4,2,October,2025,10/30/2024,87%
885,127,5,3,November,2025,11/30/2024,84%
886,127,9,4,January,2025,1/30/2025,95%
887,127,1,5,February,2025,2/28/2025,84%
888,127,8,6,March,2025,3/30/2025,93%
889,127,9,7,April,2025,4/30/2025,92%
890,128,3,1,September,2025,9/30/2024,94%
891,128,1,2,October,2025,10/30/2024,85%
892,128,9,3,November,2025,11/30/2024,76%
893,128,3,4,January,2025,1/30/2025,77%
894,128,1,5,February,2025,2/28/2025,75%
895,128,2,6,March,2025,3/30/2025,87%
896,128,6,7,April,2025,4/30/2025,75%
897,129,1,1,September,2025,9/30/2024,83%
898,129,5,2,October,2025,10/30/2024,88%
899,129,4,3,November,2025,11/30/2024,77%
900,129,4,4,January,2025,1/30/2025,94%
901,129,5,5,February,2025,2/28/2025,81%
902,129,2,6,March,2025,3/30/2025,81%
903,129,2,7,April,2025,4/30/2025,84%
904,130,1,1,September,2025,9/30/2024,85%
905,130,2,2,October,2025,10/30/2024,91%
906,130,7,3,November,2025,11/30/2024,88%
907,130,9,4,January,2025,1/30/2025,76%
908,130,7,5,February,2025,2/28/2025,89%
909,130,8,6,March,2025,3/30/2025,76%
910,130,3,7,April,2025,4/30/2025,79%
911,131,1,1,September,2025,9/30/2024,77%
912,131,6,2,October,2025,10/30/2024,78%
913,131,5,3,November,2025,11/30/2024,86%
914,131,9,4,January,2025,1/30/2025,84%
915,131,9,5,February,2025,2/28/2025,92%
916,131,2,6,March,2025,3/30/2025,91%
917,131,7,7,April,2025,4/30/2025,88%
918,132,2,1,September,2025,9/30/2024,82%
919,132,2,2,October,2025,10/30/2024,80%
920,132,3,3,November,2025,11/30/2024,77%
921,132,9,4,January,2025,1/30/2025,93%
922,132,3,5,February,2025,2/28/2025,78%
923,132,7,6,March,2025,3/30/2025,80%
924,132,6,7,April,2025,4/30/2025,85%
925,133,2,1,September,2025,9/30/2024,79%
926,133,6,2,October,2025,10/30/2024,92%
927,133,1,3,November,2025,11/30/2024,88%
928,133,2,4,January,2025,1/30/2025,84%
929,133,5,5,February,2025,2/28/2025,90%
930,133,4,6,March,2025,3/30/2025,85%
931,133,6,7,April,2025,4/30/2025,79%
932,134,5,1,September,2025,9/30/2024,95%
933,134,2,2,October,2025,10/30/2024,90%
934,134,2,3,November,2025,11/30/2024,76%
935,134,7,4,January,2025,1/30/2025,88%
936,134,2,5,February,2025,2/28/2025,77%
937,134,2,6,March,2025,3/30/2025,87%
938,134,2,7,April,2025,4/30/2025,82%
939,135,8,1,September,2025,9/30/2024,89%
940,135,5,2,October,2025,10/30/2024,81%
941,135,6,3,November,2025,11/30/2024,79%
942,135,1,4,January,2025,1/30/2025,81%
943,135,3,5,February,2025,2/28/2025,88%
944,135,3,6,March,2025,3/30/2025,85%
945,135,5,7,April,2025,4/30/2025,76%
946,136,9,1,September,2025,9/30/2024,81%
947,136,1,2,October,2025,10/30/2024,89%
948,136,4,3,November,2025,11/30/2024,88%
949,136,1,4,January,2025,1/30/2025,84%
950,136,6,5,February,2025,2/28/2025,75%
951,136,1,6,March,2025,3/30/2025,76%
952,136,3,7,April,2025,4/30/2025,94%
953,137,5,1,September,2025,9/30/2024,80%
954,137,1,2,October,2025,10/30/2024,93%
955,137,5,3,November,2025,11/30/2024,88%
956,137,7,4,January,2025,1/30/2025,77%
957,137,8,5,February,2025,2/28/2025,91%
958,137,7,6,March,2025,3/30/2025,87%
959,137,3,7,April,2025,4/30/2025,90%
960,138,3,1,September,2025,9/30/2024,80%
961,138,3,2,October,2025,10/30/2024,76%
962,138,5,3,November,2025,11/30/2024,88%
963,138,1,4,January,2025,1/30/2025,79%
964,138,9,5,February,2025,2/28/2025,93%
965,138,3,6,March,2025,3/30/2025,80%
966,138,2,7,April,2025,4/30/2025,77%
967,139,6,1,September,2025,9/30/2024,80%
968,139,4,2,October,2025,10/30/2024,84%
969,139,6,3,November,2025,11/30/2024,76%
970,139,4,4,January,2025,1/30/2025,92%
971,139,7,5,February,2025,2/28/2025,78%
972,139,1,6,March,2025,3/30/2025,81%
973,139,4,7,April,2025,4/30/2025,90%
974,140,6,1,September,2025,9/30/2024,84%
975,140,6,2,October,2025,10/30/2024,75%
976,140,2,3,November,2025,11/30/2024,91%
977,140,5,4,January,2025,1/30/2025,76%
978,140,3,5,February,2025,2/28/2025,78%
979,140,4,6,March,2025,3/30/2025,95%
980,140,3,7,April,2025,4/30/2025,83%
981,141,5,1,September,2025,9/30/2024,77%
982,141,4,2,October,2025,10/30/2024,87%
983,141,6,3,November,2025,11/30/2024,77%
984,141,5,4,January,2025,1/30/2025,86%
985,141,2,5,February,2025,2/28/2025,91%
986,141,9,6,March,2025,3/30/2025,76%
987,141,5,7,April,2025,4/30/2025,93%
988,142,2,1,September,2025,9/30/2024,85%
989,142,7,2,October,2025,10/30/2024,75%
990,142,9,3,November,2025,11/30/2024,77%
991,142,8,4,January,2025,1/30/2025,82%
992,142,9,5,February,2025,2/28/2025,84%
993,142,4,6,March,2025,3/30/2025,82%
994,142,2,7,April,2025,4/30/2025,86%
995,143,3,1,September,2025,9/30/2024,80%
996,143,2,2,October,2025,10/30/2024,82%
997,143,2,3,November,2025,11/30/2024,94%
998,143,6,4,January,2025,1/30/2025,92%
999,143,6,5,February,2025,2/28/2025,83%
1000,143,3,6,March,2025,3/30/2025,88%
1001,143,3,7,April,2025,4/30/2025,94%
1002,144,4,1,September,2025,9/30/2024,89%
1003,144,9,2,October,2025,10/30/2024,89%
1004,144,2,3,November,2025,11/30/2024,93%
1005,144,9,4,January,2025,1/30/2025,78%
1006,144,9,5,February,2025,2/28/2025,94%
1007,144,7,6,March,2025,3/30/2025,87%
1008,144,4,7,April,2025,4/30/2025,95%
1009,145,3,1,September,2025,9/30/2024,76%
1010,145,7,2,October,2025,10/30/2024,75%
1011,145,4,3,November,2025,11/30/2024,81%
1012,145,5,4,January,2025,1/30/2025,80%
1013,145,2,5,February,2025,2/28/2025,94%
1014,145,9,6,March,2025,3/30/2025,89%
1015,145,6,7,April,2025,4/30/2025,81%
1016,146,1,1,September,2025,9/30/2024,87%
1017,146,5,2,October,2025,10/30/2024,88%
1018,146,7,3,November,2025,11/30/2024,90%
1019,146,3,4,January,2025,1/30/2025,88%
1020,146,3,5,February,2025,2/28/2025,80%
1021,146,4,6,March,2025,3/30/2025,93%
1022,146,6,7,April,2025,4/30/2025,80%
1023,147,6,1,September,2025,9/30/2024,94%
1024,147,1,2,October,2025,10/30/2024,82%
1025,147,9,3,November,2025,11/30/2024,92%
1026,147,4,4,January,2025,1/30/2025,86%
1027,147,3,5,February,2025,2/28/2025,87%
1028,147,8,6,March,2025,3/30/2025,85%
1029,147,5,7,April,2025,4/30/2025,87%
1030,148,9,1,September,2025,9/30/2024,94%
1031,148,3,2,October,2025,10/30/2024,83%
1032,148,2,3,November,2025,11/30/2024,95%
1033,148,4,4,January,2025,1/30/2025,77%
1034,148,8,5,February,2025,2/28/2025,85%
1035,148,5,6,March,2025,3/30/2025,87%
1036,148,5,7,April,2025,4/30/2025,90%
1037,149,4,1,September,2025,9/30/2024,91%
1038,149,2,2,October,2025,10/30/2024,89%
1039,149,7,3,November,2025,11/30/2024,83%
1040,149,7,4,January,2025,1/30/2025,86%
1041,149,7,5,February,2025,2/28/2025,77%
1042,149,8,6,March,2025,3/30/2025,91%
1043,149,8,7,April,2025,4/30/2025,77%
1044,150,1,1,September,2025,9/30/2024,92%
1045,150,1,2,October,2025,10/30/2024,94%
1046,150,8,3,November,2025,11/30/2024,80%
1047,150,2,4,January,2025,1/30/2025,82%
1048,150,7,5,February,2025,2/28/2025,80%
1049,150,6,6,March,2025,3/30/2025,81%
1050,150,9,7,April,2025,4/30/2025,94%
1051,151,5,1,September,2025,9/30/2024,87%
1052,151,5,2,October,2025,10/30/2024,86%
1053,151,5,3,November,2025,11/30/2024,81%
1054,151,2,4,January,2025,1/30/2025,85%
1055,151,7,5,February,2025,2/28/2025,95%
1056,151,9,6,March,2025,3/30/2025,88%
1057,151,3,7,April,2025,4/30/2025,88%
1058,152,8,1,September,2025,9/30/2024,89%
1059,152,5,2,October,2025,10/30/2024,83%
1060,152,9,3,November,2025,11/30/2024,77%
1061,152,6,4,January,2025,1/30/2025,91%
1062,152,2,5,February,2025,2/28/2025,83%
1063,152,7,6,March,2025,3/30/2025,75%
1064,152,1,7,April,2025,4/30/2025,88%
1065,153,6,1,September,2025,9/30/2024,80%
1066,153,5,2,October,2025,10/30/2024,94%
1067,153,3,3,November,2025,11/30/2024,87%
1068,153,9,4,January,2025,1/30/2025,81%
1069,153,9,5,February,2025,2/28/2025,83%
1070,153,9,6,March,2025,3/30/2025,88%
1071,153,2,7,April,2025,4/30/2025,76%
1072,154,3,1,September,2025,9/30/2024,95%
1073,154,5,2,October,2025,10/30/2024,80%
1074,154,3,3,November,2025,11/30/2024,93%
1075,154,3,4,January,2025,1/30/2025,88%
1076,154,7,5,February,2025,2/28/2025,83%
1077,154,9,6,March,2025,3/30/2025,89%
1078,154,4,7,April,2025,4/30/2025,89%
1079,155,7,1,September,2025,9/30/2024,87%
1080,155,4,2,October,2025,10/30/2024,90%
1081,155,6,3,November,2025,11/30/2024,75%
1082,155,6,4,January,2025,1/30/2025,85%
1083,155,8,5,February,2025,2/28/2025,92%
1084,155,6,6,March,2025,3/30/2025,87%
1085,155,1,7,April,2025,4/30/2025,78%
1086,156,6,1,September,2025,9/30/2024,94%
1087,156,8,2,October,2025,10/30/2024,79%
1088,156,3,3,November,2025,11/30/2024,82%
1089,156,4,4,January,2025,1/30/2025,91%
1090,156,6,5,February,2025,2/28/2025,91%
1091,156,8,6,March,2025,3/30/2025,78%
1092,156,7,7,April,2025,4/30/2025,85%
1093,157,1,1,September,2025,9/30/2024,78%
1094,157,4,2,October,2025,10/30/2024,92%
1095,157,6,3,November,2025,11/30/2024,84%
1096,157,4,4,January,2025,1/30/2025,78%
1097,157,7,5,February,2025,2/28/2025,83%
1098,157,4,6,March,2025,3/30/2025,92%
1099,157,9,7,April,2025,4/30/2025,87%
1100,158,5,1,September,2025,9/30/2024,93%
1101,158,3,2,October,2025,10/30/2024,85%
1102,158,2,3,November,2025,11/30/2024,87%
1103,158,7,4,January,2025,1/30/2025,93%
1104,158,4,5,February,2025,2/28/2025,78%
1105,158,8,6,March,2025,3/30/2025,79%
1106,158,3,7,April,2025,4/30/2025,92%
1107,159,9,1,September,2025,9/30/2024,95%
1108,159,9,2,October,2025,10/30/2024,77%
1109,159,7,3,November,2025,11/30/2024,79%
1110,159,7,4,January,2025,1/30/2025,92%
1111,159,1,5,February,2025,2/28/2025,78%
1112,159,4,6,March,2025,3/30/2025,75%
1113,159,9,7,April,2025,4/30/2025,92%
1114,160,8,1,September,2025,9/30/2024,86%
1115,160,1,2,October,2025,10/30/2024,79%
1116,160,1,3,November,2025,11/30/2024,76%
1117,160,2,4,January,2025,1/30/2025,89%
1118,160,7,5,February,2025,2/28/2025,78%
1119,160,3,6,March,2025,3/30/2025,79%
1120,160,4,7,April,2025,4/30/2025,83%
1121,161,6,1,September,2025,9/30/2024,84%
1122,161,8,2,October,2025,10/30/2024,77%
1123,161,8,3,November,2025,11/30/2024,91%
1124,161,2,4,January,2025,1/30/2025,92%
1125,161,8,5,February,2025,2/28/2025,92%
1126,161,2,6,March,2025,3/30/2025,90%
1127,161,4,7,April,2025,4/30/2025,86%
1128,162,1,1,September,2025,9/30/2024,94%
1129,162,6,2,October,2025,10/30/2024,94%
1130,162,5,3,November,2025,11/30/2024,85%
1131,162,6,4,January,2025,1/30/2025,79%
1132,162,7,5,February,2025,2/28/2025,83%
1133,162,8,6,March,2025,3/30/2025,91%
1134,162,9,7,April,2025,4/30/2025,75%
1135,163,8,1,September,2025,9/30/2024,89%
1136,163,7,2,October,2025,10/30/2024,83%
1137,163,6,3,November,2025,11/30/2024,95%
1138,163,4,4,January,2025,1/30/2025,90%
1139,163,7,5,February,2025,2/28/2025,94%
1140,163,6,6,March,2025,3/30/2025,89%
1141,163,9,7,April,2025,4/30/2025,83%
1142,164,4,1,September,2025,9/30/2024,82%
1143,164,9,2,October,2025,10/30/2024,94%
1144,164,6,3,November,2025,11/30/2024,75%
1145,164,2,4,January,2025,1/30/2025,78%
1146,164,1,5,February,2025,2/28/2025,91%
1147,164,6,6,March,2025,3/30/2025,78%
1148,164,7,7,April,2025,4/30/2025,90%
1149,165,1,1,September,2025,9/30/2024,78%
1150,165,2,2,October,2025,10/30/2024,93%
1151,165,1,3,November,2025,11/30/2024,90%
1152,165,5,4,January,2025,1/30/2025,82%
1153,165,5,5,February,2025,2/28/2025,91%
1154,165,1,6,March,2025,3/30/2025,88%
1155,165,9,7,April,2025,4/30/2025,93%
1156,166,7,1,September,2025,9/30/2024,93%
1157,166,4,2,October,2025,10/30/2024,84%
1158,166,6,3,November,2025,11/30/2024,88%
1159,166,4,4,January,2025,1/30/2025,83%
1160,166,7,5,February,2025,2/28/2025,86%
1161,166,4,6,March,2025,3/30/2025,89%
1162,166,4,7,April,2025,4/30/2025,81%
1163,167,2,1,September,2025,9/30/2024,75%
1164,167,9,2,October,2025,10/30/2024,93%
1165,167,4,3,November,2025,11/30/2024,91%
1166,167,2,4,January,2025,1/30/2025,82%
1167,167,3,5,February,2025,2/28/2025,93%
1168,167,5,6,March,2025,3/30/2025,83%
1169,167,5,7,April,2025,4/30/2025,87%
1170,168,3,1,September,2025,9/30/2024,77%
1171,168,2,2,October,2025,10/30/2024,78%
1172,168,3,3,November,2025,11/30/2024,92%
1173,168,4,4,January,2025,1/30/2025,76%
1174,168,6,5,February,2025,2/28/2025,85%
1175,168,1,6,March,2025,3/30/2025,94%
1176,168,7,7,April,2025,4/30/2025,87%
1177,169,2,1,September,2025,9/30/2024,79%
1178,169,8,2,October,2025,10/30/2024,90%
1179,169,2,3,November,2025,11/30/2024,77%
1180,169,2,4,January,2025,1/30/2025,76%
1181,169,8,5,February,2025,2/28/2025,86%
1182,169,3,6,March,2025,3/30/2025,75%
1183,169,9,7,April,2025,4/30/2025,84%
1184,170,3,1,September,2025,9/30/2024,80%
1185,170,5,2,October,2025,10/30/2024,86%
1186,170,4,3,November,2025,11/30/2024,75%
1187,170,3,4,January,2025,1/30/2025,85%
1188,170,6,5,February,2025,2/28/2025,79%
1189,170,8,6,March,2025,3/30/2025,94%
1190,170,4,7,April,2025,4/30/2025,81%
1191,171,8,1,September,2025,9/30/2024,80%
1192,171,4,2,October,2025,10/30/2024,93%
1193,171,4,3,November,2025,11/30/2024,77%
1194,171,2,4,January,2025,1/30/2025,83%
1195,171,1,5,February,2025,2/28/2025,80%
1196,171,5,6,March,2025,3/30/2025,79%
1197,171,6,7,April,2025,4/30/2025,95%
1198,172,7,1,September,2025,9/30/2024,79%
1199,172,5,2,October,2025,10/30/2024,92%
1200,172,3,3,November,2025,11/30/2024,86%
1201,172,5,4,January,2025,1/30/2025,83%
1202,172,7,5,February,2025,2/28/2025,82%
1203,172,9,6,March,2025,3/30/2025,86%
